carat,cut,colour,clarity,Length,Width,height,depth ratio,table,Grading
1.59,Ideal,J,VS1,7.5,7.55,4.61,61.3,57,High  
0.46,Fair,H,VS2,4.8,4.84,3.16,65.6,58, Low  
0.71,Very Good,I,VVS2,5.73,5.81,3.55,61.5,58,Mid  
0.3,Ideal,H,VVS2,4.33,4.36,2.7,62.1,55, Low  
1.31,Premium,H,VS1,6.98,6.97,4.33,62.1,58,Mid  
0.51,Very Good,E,VS2,5.22,5.17,3.09,59.5,63,Mid  
0.34,Ideal,D,IF,4.52,4.46,2.79,62.1,57,Mid  
0.4,Ideal,J,VS1,4.75,4.71,2.96,62.6,55, Low  
0.5,Premium,D,VS2,5.1,5.04,3.14,61.9,58,Mid  
0.7,Good,I,VS2,5.57,5.59,3.55,63.6,58,Mid  
0.72,Ideal,G,VS1,5.75,5.8,3.54,61.3,56,Mid  
1.07,Premium,G,SI1,6.69,6.6,4.02,60.5,62,Mid  
0.7,Premium,F,SI1,5.73,5.7,3.52,61.6,58,Mid  
0.32,Premium,G,VVS2,4.44,4.41,2.69,60.8,59, Low  
0.3,Ideal,F,VS1,4.31,4.35,2.69,62.1,55, Low  
0.31,Premium,D,SI2,4.4,4.38,2.64,60.1,58, Low  
2.3,Ideal,G,SI2,8.47,8.41,5.2,61.6,57,High  
0.9,Very Good,E,SI2,6.2,6.17,3.9,63.1,54,Mid  
1.2,Ideal,H,VS2,6.74,6.8,4.22,62.4,56.6,High  
1.01,Good,G,SI1,6.34,6.31,4.07,64.3,55,Mid  
1.07,Ideal,I,VS1,6.56,6.5,4.05,62,57,Mid  
0.51,Premium,F,SI2,5.24,5.19,3.07,58.9,60,Mid  
1.52,Ideal,H,SI1,7.4,7.36,4.54,61.5,58,High  
0.36,Ideal,F,VS2,4.61,4.58,2.8,60.9,57, Low  
0.56,Ideal,G,VVS2,5.35,5.37,3.28,61.2,55,Mid  
0.61,Ideal,E,I1,5.43,5.37,3.42,63.4,57,Mid  
1.61,Premium,H,SI1,7.61,7.58,4.62,60.8,56,High  
1.54,Premium,I,VS2,7.4,7.34,4.55,61.7,59,High  
0.3,Good,G,VS2,4.42,4.37,2.57,58.5,64, Low  
0.37,Ideal,G,VVS2,4.63,4.67,2.88,61.9,54, Low  
1.01,Premium,F,SI2,6.4,6.35,4,62.7,56,Mid  
1,Premium,E,SI1,6.45,6.4,3.89,60.5,59,Mid  
0.4,Premium,F,VS1,4.67,4.7,2.9,61.9,59, Low  
1.21,Premium,J,VS1,6.95,6.88,4.15,60,60,Mid  
0.9,Premium,D,SI1,6.19,6.14,3.77,61.2,60,Mid  
0.73,Fair,F,VS1,5.92,5.88,3.46,58.6,66,Mid  
0.33,Very Good,I,VS1,4.4,4.37,2.77,63.2,57, Low  
0.46,Ideal,F,SI2,4.98,5.01,3.07,61.5,54, Low  
1.5,Very Good,E,SI1,7.24,7.41,4.5,61.4,59,High  
0.5,Very Good,D,SI2,5.05,4.96,3.16,63.1,56,Mid  
2.15,Fair,J,I1,8.01,7.95,5.23,65.5,57,Mid  
1.05,Premium,D,SI1,6.73,6.66,3.92,58.6,60,Mid  
1.16,Premium,G,VS1,6.76,6.72,4.17,61.9,58,High  
0.7,Premium,D,VS2,5.71,5.69,3.47,60.9,57,Mid  
1.32,Fair,F,VVS1,7.31,7.28,4.23,58,66,High  
1.01,Very Good,H,SI1,6.4,6.43,3.97,61.9,59,Mid  
1.52,Premium,H,VS2,7.49,7.45,4.44,59.4,59,High  
0.53,Premium,F,VS1,5.17,5.11,3.16,61.5,61,Mid  
0.32,Ideal,E,VVS1,4.41,4.42,2.72,61.6,56, Low  
1.2,Good,E,SI1,6.67,6.61,4.25,64,61,High  
0.61,Ideal,E,VVS2,5.43,5.45,3.38,62.1,54.2,Mid  
0.25,Very Good,F,VVS2,4.05,4.08,2.5,61.6,57, Low  
0.33,Ideal,F,VVS1,4.47,4.43,2.75,61.8,57,Mid  
0.41,Ideal,D,VS2,4.77,4.74,2.93,61.6,55,Mid  
0.3,Good,H,VS1,4.25,4.29,2.7,63.2,56, Low  
1.18,Ideal,I,SI1,6.77,6.82,4.18,61.5,56,Mid  
0.33,Ideal,E,SI2,4.44,4.46,2.77,62.2,54, Low  
0.27,Fair,E,VS1,3.99,4.02,2.66,66.4,58, Low  
0.9,Very Good,J,SI2,6.07,6.1,3.87,63.6,58,Mid  
1.26,Good,J,VS2,6.81,6.86,4.32,63.2,57.3,Mid  
2.07,Premium,H,SI1,8.17,8.09,5.04,62,58,High  
1.75,Premium,I,VS1,7.84,7.8,4.74,60.6,60,High  
1.27,Premium,G,SI2,6.93,6.88,4.32,62.4,56,Mid  
0.3,Very Good,H,VS1,4.26,4.29,2.69,62.9,57, Low  
0.37,Ideal,F,VVS1,4.59,4.61,2.83,61.5,56, Low  
0.8,Fair,E,I1,5.84,5.68,3.78,65.5,54,Mid  
0.72,Ideal,E,SI1,5.72,5.66,3.53,62,57,Mid  
1.22,Very Good,I,VS1,6.79,6.83,4.29,62.9,53.8,High  
0.3,Very Good,E,SI1,4.3,4.25,2.7,63.2,57, Low  
0.31,Ideal,E,VS2,4.39,4.41,2.67,60.7,57, Low  
0.92,Good,F,SI2,6.14,6.11,3.93,64.2,58,Mid  
0.7,Very Good,F,SI1,5.67,5.7,3.49,61.4,59,Mid  
0.8,Fair,G,SI2,5.96,5.93,3.64,61.2,58,Mid  
0.46,Fair,F,SI1,4.86,4.79,3.2,66.3,56, Low  
1.36,Very Good,G,VVS2,7.12,7.16,4.34,60.8,60,High  
1.26,Ideal,G,VS1,6.93,6.87,4.3,62.3,57,Mid  
2.06,Premium,I,SI2,8.24,8.21,5.02,61,59,High  
0.41,Premium,E,VS1,4.77,4.8,2.96,61.9,59,Mid  
1.53,Ideal,I,SI2,7.31,7.27,4.64,63.7,58,High  
0.31,Ideal,G,VVS1,4.38,4.41,2.72,61.9,55, Low  
0.3,Ideal,G,VVS1,4.31,4.35,2.67,61.7,57, Low  
0.36,Ideal,F,VS2,4.58,4.55,2.83,62,55, Low  
1.01,Very Good,F,VS2,6.37,6.43,4.01,62.7,56,Mid  
0.38,Ideal,F,VVS1,4.67,4.7,2.9,61.9,55,Mid  
0.37,Ideal,H,SI1,4.71,4.67,2.8,59.7,56, Low  
0.95,Very Good,J,VVS2,6.33,6.36,3.84,60.5,59,Mid  
1.04,Ideal,E,SI1,6.47,6.5,4.02,62,57,Mid  
1.06,Very Good,H,VS2,6.47,6.49,4.05,62.5,57,Mid  
1.11,Ideal,I,SI1,6.65,6.66,4.12,61.9,55,Mid  
0.32,Ideal,E,VVS1,4.42,4.39,2.72,61.7,55,Mid  
1.01,Very Good,F,SI2,6.38,6.32,3.86,60.8,63,Mid  
0.41,Premium,H,SI1,4.81,4.77,2.96,61.8,59, Low  
0.52,Ideal,E,SI1,5.2,5.24,3.18,60.8,55,Mid  
0.3,Ideal,G,VVS1,4.32,4.3,2.66,61.7,57,Mid  
1.74,Premium,J,VS1,7.67,7.65,4.79,62.5,58,High  
0.31,Very Good,D,VS2,4.31,4.34,2.72,62.9,55, Low  
0.36,Ideal,H,IF,4.6,4.55,2.83,61.9,57,Mid  
1.28,Premium,G,VVS2,6.96,6.91,4.31,62.1,58,High  
0.3,Ideal,I,VS2,4.32,4.35,2.69,62.1,54, Low  
0.56,Ideal,E,VS1,5.32,5.29,3.25,61.3,55,Mid  
1.01,Premium,G,VS2,6.45,6.41,4.01,62.4,59,Mid  
0.7,Ideal,I,SI1,5.71,5.74,3.5,61,57,Mid  
1.61,Ideal,F,VS2,7.49,7.56,4.67,62.1,57,High  
1.2,Ideal,I,SI1,6.75,6.71,4.27,63.5,61,Mid  
0.33,Ideal,E,VS2,4.46,4.47,2.78,62.3,56, Low  
0.72,Very Good,E,SI1,5.92,5.96,3.44,57.9,58,Mid  
0.9,Fair,F,SI2,6.01,6.06,3.78,62.6,58,Mid  
0.33,Ideal,F,VS2,4.47,4.5,2.74,61.1,56, Low  
0.8,Good,E,VS2,5.82,5.87,3.7,63.3,59,Mid  
1.61,Premium,I,SI1,7.46,7.51,4.64,62,58,High  
1.01,Very Good,G,SI1,6.39,6.44,4,62.4,58,Mid  
0.5,Very Good,H,IF,5.14,5.03,3.12,61.4,61,Mid  
0.3,Very Good,G,VS1,4.27,4.32,2.7,62.9,58, Low  
0.38,Ideal,E,VS2,4.67,4.7,2.88,61.5,55, Low  
1.83,Very Good,E,SI2,7.76,7.82,4.89,62.8,56,High  
1.21,Premium,H,VS1,6.88,6.78,4.23,61.9,60,Mid  
1.1,Very Good,J,SI2,6.6,6.63,4.09,61.8,58,Mid  
0.56,Very Good,F,SI1,5.41,5.38,3.24,60,57,Mid  
0.71,Good,G,SI1,5.6,5.63,3.6,64.1,58,Mid  
0.35,Very Good,H,VVS2,4.48,4.5,2.83,63,55, Low  
0.44,Ideal,E,VS2,4.88,4.9,3.05,62.4,57,Mid  
0.3,Premium,D,VS2,4.35,4.38,2.64,60.5,58, Low  
0.34,Very Good,F,VVS2,4.51,4.53,2.76,61,56, Low  
0.5,Premium,G,VS1,5.15,5.19,3.09,59.8,58,Mid  
1.51,Premium,G,VS2,7.42,7.38,4.45,61.1,58,High  
1.06,Ideal,F,VS1,6.55,6.57,4.05,61.7,57,High  
1.5,Premium,F,SI2,7.52,7.48,4.39,58.5,60,High  
0.51,Very Good,E,SI1,5.13,5.18,3.16,61.3,54,Mid  
0.51,Good,F,SI1,5.04,5.08,3.23,63.8,56,Mid  
1.01,Premium,E,VS2,6.46,6.44,4,62,59,High  
1.03,Ideal,F,VS2,6.48,6.43,4.03,62.4,56,High  
1.55,Ideal,F,VS2,7.44,7.48,4.61,61.8,54,High  
0.9,Premium,G,SI1,6.18,6.13,3.81,61.9,59,Mid  
0.72,Good,F,VS2,5.66,5.6,3.61,64.1,64,Mid  
0.9,Ideal,H,VS2,6.17,6.29,3.84,61.6,57,Mid  
1.09,Very Good,H,SI1,6.57,6.54,4.14,63.2,57,Mid  
1.08,Very Good,G,VS2,6.5,6.54,4.06,62.3,58,Mid  
1.03,Very Good,G,SI2,6.46,6.49,4.03,62.2,56,Mid  
0.36,Ideal,E,VS2,4.56,4.49,2.84,62.8,55,Mid  
0.7,Ideal,F,SI1,5.67,5.65,3.51,62.1,56,Mid  
1.18,Ideal,I,SI1,6.79,6.77,4.21,62.1,56,Mid  
1.03,Very Good,G,I1,6.44,6.34,4.04,63.2,58,Mid  
0.31,Premium,H,VVS2,4.34,4.38,2.64,60.6,60, Low  
1.42,Premium,G,VS1,7.29,7.24,4.48,61.7,55,High  
0.9,Very Good,E,SI1,6.18,6.14,3.89,63.1,60,Mid  
1.04,Ideal,I,SI1,6.51,6.47,4.04,62.2,56,Mid  
1.03,Premium,G,SI2,6.53,6.5,3.95,60.6,60,Mid  
0.31,Ideal,G,VVS2,4.4,4.38,2.67,60.8,56, Low  
1,Good,D,SI2,6.32,6.35,4.02,63.5,59,Mid  
0.46,Ideal,G,SI1,4.99,5.04,3.11,62,53, Low  
0.52,Ideal,F,VVS1,5.19,5.22,3.19,61.3,55,Mid  
0.3,Premium,J,VS2,4.38,4.34,2.64,60.6,59, Low  
1,Very Good,I,VS2,6.43,6.32,4.03,63.2,58,Mid  
0.41,Very Good,G,SI1,4.7,4.75,2.97,62.9,56, Low  
1.23,Premium,H,VS2,6.94,6.89,4.19,60.6,59,Mid  
0.54,Good,E,SI1,5.37,5.32,3.06,57.2,59,Mid  
0.54,Ideal,I,IF,5.28,5.37,3.24,60.8,56,Mid  
0.47,Ideal,H,IF,4.99,5.02,3.1,61.9,56,Mid  
0.38,Ideal,I,VS1,4.64,4.71,2.89,61.9,54.1, Low  
0.27,Ideal,D,IF,4.15,4.12,2.58,62.4,56, Low  
0.64,Ideal,H,SI2,5.57,5.61,3.4,60.8,56,Mid  
1.01,Ideal,I,SI1,6.35,6.42,3.97,62.2,56,Mid  
0.3,Premium,G,VS1,4.32,4.25,2.68,62.5,55, Low  
1.09,Ideal,H,SI1,6.68,6.59,4.14,62.4,55,Mid  
0.9,Premium,G,VS1,6.13,6.06,3.82,62.7,60,Mid  
0.32,Very Good,G,IF,4.37,4.41,2.76,62.9,55, Low  
0.51,Ideal,F,SI1,5.25,5.21,3.14,60,57,Mid  
1.52,Very Good,I,SI1,7.3,7.33,4.58,62.6,60,High  
2.02,Very Good,H,SI1,8.14,8.21,4.85,59.3,60,High  
1,Very Good,D,SI2,6.32,6.37,4.04,63.7,55,Mid  
0.32,Ideal,E,VS2,4.42,4.43,2.74,61.9,55, Low  
0.33,Premium,G,VS1,4.45,4.39,2.73,61.8,59, Low  
0.43,Good,E,SI1,4.8,4.83,3.04,63.1,56, Low  
0.45,Good,D,VS2,4.81,4.73,3.04,63.7,61,Mid  
1,Premium,F,VS2,6.38,6.35,3.97,62.4,60,Mid  
0.42,Very Good,G,VVS2,4.78,4.82,2.9,60.4,59,Mid  
1.22,Ideal,E,VS1,6.84,6.88,4.24,61.8,56,High  
1,Good,E,VS2,6.24,6.2,3.99,64,58,Mid  
1.13,Ideal,G,VS2,6.61,6.65,4.16,62.7,56,High  
0.71,Very Good,F,SI1,5.72,5.81,3.56,61.8,58,Mid  
0.53,Premium,F,SI1,5.21,5.23,3.18,60.9,59,Mid  
1.01,Very Good,G,VS2,6.34,6.37,3.97,62.5,59,Mid  
0.9,Very Good,J,VS1,6.11,6.21,3.85,62.5,56,Mid  
1.22,Ideal,H,SI2,6.87,6.93,4.26,61.7,56,Mid  
0.34,Ideal,D,SI1,4.48,4.51,2.75,61.2,57, Low  
1,Premium,D,VS1,6.41,6.34,3.96,62.1,55,High  
1.63,Ideal,E,SI1,7.66,7.62,4.62,60.5,59,High  
0.38,Premium,F,VS1,4.71,4.64,2.93,62.7,57,Mid  
0.3,Good,D,SI2,4.26,4.3,2.71,63.3,57, Low  
0.4,Good,J,VS1,4.69,4.66,2.99,64,56, Low  
1.27,Ideal,G,VS2,6.89,6.95,4.29,62,58,High  
0.3,Ideal,E,VS2,4.33,4.31,2.67,61.8,56, Low  
0.72,Ideal,E,SI2,5.75,5.78,3.59,62.3,54,Mid  
0.34,Ideal,H,VVS2,4.48,4.5,2.77,61.7,55, Low  
1.29,Premium,I,SI1,7.03,6.96,4.35,62.2,58,Mid  
0.53,Ideal,E,VS2,5.23,5.18,3.2,61.5,56,Mid  
0.59,Premium,D,SI2,5.42,5.37,3.3,61.2,60,Mid  
0.9,Fair,H,VS2,6.07,6.03,3.92,64.8,58,Mid  
0.4,Very Good,J,VS1,4.69,4.72,2.92,62.1,57, Low  
0.41,Very Good,J,VVS1,4.79,4.83,2.89,60.1,58, Low  
0.42,Ideal,G,IF,4.83,4.85,3,62,53,Mid  
0.52,Ideal,I,SI1,5.17,5.19,3.21,62,54,Mid  
0.59,Very Good,F,SI1,5.35,5.4,3.41,63.4,54,Mid  
1.11,Ideal,D,VVS1,6.63,6.64,4.12,62.1,55,High  
1.15,Premium,I,VS2,6.74,6.67,4.2,62.6,56,Mid  
0.41,Premium,E,SI1,4.77,4.72,2.98,62.8,58, Low  
0.7,Very Good,G,VVS2,5.78,5.82,3.44,59.3,62,Mid  
0.93,Very Good,D,SI1,6.24,6.3,3.81,60.8,60,Mid  
0.35,Ideal,E,SI2,4.55,4.51,2.78,61.4,56, Low  
0.31,Premium,I,VVS2,4.4,4.38,2.71,61.7,58, Low  
0.72,Ideal,G,VS1,5.74,5.79,3.54,61.5,57,Mid  
0.26,Ideal,G,VS2,4.09,4.1,2.55,62.3,54, Low  
0.41,Ideal,D,SI1,4.78,4.73,2.94,61.8,56,Mid  
0.42,Ideal,E,VVS1,4.78,4.79,2.98,62.3,57,Mid  
0.32,Ideal,H,VS1,4.42,4.39,2.76,62.7,56, Low  
1.5,Good,D,SI2,7.35,7.26,4.46,61.1,64,High  
0.51,Premium,G,VS1,5.11,5.09,3.17,62.2,58,Mid  
0.31,Ideal,F,IF,4.37,4.33,2.69,61.8,54,Mid  
0.91,Premium,D,SI1,6.25,6.18,3.82,61.5,59,Mid  
1.5,Premium,I,VVS1,7.32,7.29,4.56,62.4,60,High  
2.01,Premium,J,VS2,8.13,8.09,4.91,60.5,60,High  
0.52,Very Good,E,SI1,5.29,5.33,3.1,58.4,58,Mid  
0.32,Very Good,F,VVS1,4.45,4.47,2.65,59.4,59, Low  
0.58,Premium,E,SI1,5.33,5.32,3.34,62.7,58,Mid  
0.24,Very Good,F,VVS2,3.95,3.98,2.46,62,58, Low  
0.28,Ideal,H,VS1,4.18,4.21,2.61,62.2,54, Low  
0.31,Very Good,E,SI1,4.31,4.33,2.71,62.7,58, Low  
0.38,Good,H,SI1,4.58,4.62,2.91,63.3,57, Low  
0.3,Premium,D,VS2,4.32,4.35,2.64,60.9,58, Low  
1.5,Premium,G,SI2,7.55,7.4,4.34,58.3,61,High  
0.9,Very Good,G,SI2,6.14,6.19,3.82,62,59,Mid  
0.41,Premium,E,VS1,4.78,4.82,2.9,60.4,58,Mid  
0.27,Very Good,F,VVS1,4.19,4.22,2.51,59.7,59, Low  
0.71,Good,F,SI2,5.58,5.61,3.6,64.5,55.6,Mid  
0.9,Premium,F,SI2,6.18,6.15,3.84,62.3,57,Mid  
1.11,Premium,H,SI1,6.63,6.59,4.09,61.9,58,Mid  
1.56,Premium,F,SI1,7.56,7.52,4.53,60.1,60,High  
0.63,Very Good,H,VS1,5.5,5.54,3.37,61.1,57,Mid  
0.48,Ideal,H,VVS2,4.98,5.02,3.12,62.5,56,Mid  
1.01,Ideal,G,VS2,6.45,6.42,3.98,61.8,56,Mid  
0.9,Premium,F,SI2,6.16,6.09,3.84,62.7,58,Mid  
0.26,Ideal,H,VVS1,4.16,4.11,2.53,61.2,56, Low  
2.01,Premium,F,SI1,8.21,8.18,4.88,59.5,58,High  
0.9,Premium,F,SI2,6.35,6.28,3.81,60.3,55,Mid  
0.71,Ideal,D,SI2,5.74,5.78,3.54,61.5,56,Mid  
0.51,Very Good,F,VS2,5.07,5.05,3.2,63.2,58,Mid  
1.01,Very Good,F,VS2,6.41,6.37,4.03,63.1,56,Mid  
0.51,Ideal,E,SI1,5.11,5.16,3.16,61.5,57,Mid  
1.29,Ideal,J,SI1,7,7.06,4.32,61.5,57,Mid  
0.55,Ideal,F,VS1,5.28,5.24,3.23,61.4,55,Mid  
0.31,Ideal,G,VS1,4.39,4.43,2.69,61,55, Low  
0.4,Premium,F,VVS1,4.76,4.74,2.89,60.8,59,Mid  
0.7,Ideal,I,VS2,5.68,5.72,3.54,62.1,54.6,Mid  
3.01,Good,I,SI2,9.06,9.01,5.77,63.9,60,High  
0.37,Premium,F,VS2,4.69,4.63,2.76,59.2,61, Low  
1.1,Premium,E,VVS2,6.69,6.76,4.04,60.1,58,High  
1,Premium,G,VS2,6.43,6.39,3.98,62.1,57,Mid  
0.9,Very Good,H,SI2,6.12,6.19,3.76,61.1,63,Mid  
1.33,Very Good,H,SI2,7.07,7.11,4.31,60.8,59,Mid  
0.53,Ideal,E,VS2,5.21,5.17,3.21,61.8,56,Mid  
1.04,Premium,F,SI1,6.5,6.43,4.06,62.8,57,Mid  
1.2,Premium,J,SI2,6.81,6.78,4.15,61.1,59,Mid  
3,Good,I,I1,9.38,9.31,5.33,57,64,High  
0.9,Very Good,I,VS2,6.12,6.2,3.85,62.5,57,Mid  
1.2,Very Good,I,SI1,6.75,6.71,4.21,62.6,59,Mid  
1.12,Very Good,G,SI2,6.51,6.47,4.12,63.4,57,Mid  
1.04,Ideal,F,SI2,6.4,6.48,4.02,62.4,56,Mid  
0.3,Ideal,E,VVS2,4.28,4.32,2.68,62.3,56, Low  
2.03,Premium,H,VS2,8.06,8.1,5.06,62.6,59,High  
1.23,Ideal,H,VS2,7.05,6.99,4.14,59,57,Mid  
0.43,Premium,D,SI2,4.91,4.85,2.96,60.7,58, Low  
1.06,Ideal,E,VS1,6.52,6.49,4.04,62.1,57,High  
1.01,Very Good,H,SI1,6.37,6.42,4,62.5,58,Mid  
0.91,Premium,D,SI1,6.25,6.3,3.78,60.2,60,Mid  
0.64,Premium,E,VVS2,5.56,5.51,3.44,62.1,58,Mid  
1.09,Good,D,SI2,6.57,6.49,4.16,63.8,60,Mid  
1.01,Very Good,E,VVS1,6.39,6.36,4.02,63.1,57,High  
0.42,Very Good,H,SI1,4.79,4.77,3.02,63.2,58, Low  
0.53,Ideal,F,VS2,5.17,5.2,3.23,62.3,55,Mid  
1.11,Very Good,D,VS2,6.64,6.61,4.18,63.2,57,High  
0.5,Very Good,F,SI2,5.08,5.12,3.18,62.4,56,Mid  
2.03,Ideal,I,SI1,8.06,8.11,5.06,62.6,55,High  
0.38,Ideal,D,VVS2,4.71,4.77,2.86,60.3,57, Low  
0.32,Premium,H,SI1,4.39,4.38,2.72,62,58, Low  
0.33,Ideal,G,VVS2,4.45,4.43,2.78,62.6,53, Low  
0.59,Ideal,F,VVS2,5.36,5.38,3.33,62,55,Mid  
0.35,Premium,H,SI1,4.54,4.47,2.81,62.4,58, Low  
1.13,Premium,H,SI2,6.69,6.61,4.17,62.7,55,Mid  
0.8,Very Good,F,SI1,5.9,5.96,3.65,61.6,59,Mid  
0.3,Fair,E,VS1,4.47,4.49,2.52,56.3,62, Low  
1.51,Ideal,G,VS1,7.38,7.48,4.5,60.6,57,High  
1.06,Premium,F,SI1,6.51,6.56,4.07,62.4,58,Mid  
0.24,Premium,E,VVS1,4.01,4.03,2.44,60.7,58, Low  
0.65,Ideal,D,VVS1,5.53,5.56,3.43,61.9,56,Mid  
0.32,Ideal,D,VS2,4.48,4.45,2.7,60.5,56, Low  
0.44,Good,H,SI1,4.82,4.85,3.07,63.5,57, Low  
0.5,Ideal,G,VVS2,5.05,5.09,3.15,62.1,55,Mid  
0.9,Very Good,G,SI2,6.16,6.21,3.8,61.4,58,Mid  
0.25,Very Good,F,VVS2,4.09,4.12,2.48,60.4,59, Low  
0.51,Fair,F,VVS2,5.21,5.11,3.13,60.7,66,Mid  
0.49,Premium,G,VS2,5.13,5.06,3.11,61,59,Mid  
2.05,Premium,I,VS2,8.26,8.19,5,60.8,58,High  
0.9,Fair,F,VS1,5.96,5.92,3.9,65.7,59,Mid  
2.1,Ideal,I,SI2,8.2,8.22,5.08,61.9,56,High  
0.44,Premium,H,VS2,4.88,4.91,3,61.3,58, Low  
0.31,Ideal,H,SI1,4.44,4.36,2.7,61.4,55, Low  
0.42,Very Good,F,SI1,4.78,4.81,2.99,62.3,56, Low  
1.2,Very Good,I,SI1,6.74,6.77,4.23,62.6,57,Mid  
1.51,Very Good,H,VS2,7.24,7.21,4.56,63.1,57,High  
1.16,Ideal,I,SI1,6.71,6.67,4.19,62.6,57,Mid  
1.01,Ideal,H,VS2,6.42,6.48,3.99,61.9,57,Mid  
0.35,Premium,F,VS2,4.45,4.51,2.78,62.1,60, Low  
0.42,Ideal,E,SI1,4.84,4.81,3.02,62.6,57, Low  
0.27,Very Good,E,VVS2,4.15,4.17,2.58,62,60, Low  
0.37,Premium,F,SI1,4.59,4.62,2.83,61.5,59, Low  
1.5,Very Good,G,VS1,7.31,7.24,4.49,61.7,63,High  
0.32,Very Good,I,VS1,4.31,4.37,2.71,62.4,56, Low  
0.31,Ideal,E,VS1,4.34,4.33,2.68,61.8,56, Low  
1.19,Ideal,D,VVS2,6.86,6.76,4.22,62,57,High  
0.7,Very Good,F,SI1,5.66,5.69,3.53,62.2,58,Mid  
1.01,Premium,I,SI1,6.45,6.51,3.99,61.6,58,Mid  
0.31,Ideal,E,VS2,4.4,4.39,2.67,60.8,54, Low  
0.31,Ideal,D,VS2,4.35,4.41,2.72,62.1,54, Low  
1.21,Ideal,E,VS1,6.83,6.8,4.24,62.2,57,High  
1.52,Premium,G,VVS1,7.32,7.35,4.6,62.7,59,High  
0.51,Very Good,G,VVS2,5.11,5.07,3.23,63.5,56,Mid  
1.46,Premium,G,SI2,7.34,7.29,4.35,59.5,59,High  
1.06,Fair,I,I1,6.47,6.33,4.13,64.5,57,Mid  
0.4,Good,H,SI2,4.67,4.7,2.99,63.8,57, Low  
0.76,Ideal,H,VVS2,5.84,5.91,3.63,61.8,57,Mid  
0.24,Very Good,F,VS1,3.94,3.97,2.47,62.5,55, Low  
1.01,Ideal,E,SI1,6.5,6.47,3.96,61.1,57,Mid  
0.33,Premium,H,IF,4.4,4.44,2.73,61.8,60, Low  
1.18,Ideal,G,VS1,6.81,6.83,4.17,61.3,56,High  
0.73,Ideal,H,IF,5.77,5.83,3.56,61.4,59,Mid  
0.9,Ideal,I,SI1,6.22,6.25,3.79,60.8,57,Mid  
1.22,Very Good,F,SI1,6.8,6.74,4.27,63.1,58,Mid  
0.2,Ideal,E,VS2,3.86,3.84,2.3,59.7,55, Low  
1.2,Premium,E,SI1,6.75,6.71,4.21,62.5,56,High  
0.33,Ideal,I,IF,4.41,4.45,2.72,61.4,56, Low  
1.06,Ideal,G,VVS1,6.53,6.55,4.03,61.6,57,High  
0.54,Very Good,E,SI1,5.23,5.37,3.19,60.2,58,Mid  
0.55,Ideal,F,VS1,5.23,5.29,3.24,61.6,57,Mid  
1.01,Ideal,F,SI1,6.41,6.46,3.99,62,56,High  
1.01,Ideal,H,SI1,6.5,6.54,3.94,60.4,58,Mid  
1.04,Very Good,I,SI1,6.42,6.49,4.06,62.9,54,Mid  
0.51,Ideal,E,VS2,5.18,5.13,3.18,61.7,54,Mid  
1.51,Very Good,G,SI2,7.36,7.4,4.46,60.5,54.6,High  
1.29,Ideal,H,VS1,6.97,7.02,4.32,61.8,56,High  
0.29,Ideal,E,IF,4.25,4.29,2.64,61.9,57, Low  
2,Very Good,J,VS1,8.14,8.18,4.97,61,51.6,High  
1.01,Good,E,SI1,6.23,6.28,4.02,64.3,59,Mid  
1.56,Good,J,VS2,7.41,7.36,4.6,62.3,64,High  
1.5,Ideal,F,SI2,7.28,7.26,4.57,62.9,55,High  
0.51,Ideal,E,VS2,5.16,5.12,3.18,61.9,56,Mid  
1.59,Ideal,H,VVS2,7.43,7.47,4.67,62.6,54,High  
1.5,Good,H,I1,7.18,7.05,4.56,64,56,Mid  
0.31,Ideal,F,VVS1,4.32,4.34,2.7,62.4,55, Low  
1.01,Very Good,F,VS2,6.3,6.36,4,63.2,59,Mid  
0.59,Very Good,H,VS1,5.37,5.41,3.35,62.1,55,Mid  
0.41,Very Good,D,SI1,4.72,4.68,2.98,63.4,55, Low  
1.01,Premium,F,SI2,6.46,6.4,3.86,60,60,Mid  
0.5,Ideal,D,VS1,5.09,5.12,3.16,61.9,55,Mid  
0.43,Ideal,E,VS2,4.84,4.8,3,62.2,57,Mid  
0.49,Very Good,D,SI1,5.14,5.2,3.03,58.6,60,Mid  
0.32,Ideal,G,VVS1,4.41,4.37,2.71,61.7,56, Low  
1.1,Premium,I,SI2,6.8,6.64,4.01,59.7,62,Mid  
0.85,Ideal,G,SI1,6.05,6.1,3.77,62.1,56,Mid  
0.9,Fair,G,I1,5.96,5.88,3.91,66,58,Mid  
0.7,Premium,E,SI1,6.65,5.73,3.48,61.2,62,Mid  
0.25,Very Good,E,VVS1,3.99,4.02,2.52,62.9,59, Low  
0.5,Ideal,G,VVS2,5.1,5.13,3.13,61.2,56,Mid  
1.59,Ideal,I,VS2,7.54,7.48,4.59,61.1,55,High  
1.03,Ideal,F,VS2,6.52,6.49,4.05,62.3,56,High  
1.11,Good,J,IF,6.77,6.84,3.97,58.3,62,Mid  
3.24,Premium,H,I1,9.44,9.4,5.85,62.1,58,High  
0.84,Premium,E,VS2,6.04,5.98,3.75,62.4,60,Mid  
0.5,Very Good,E,SI1,5.06,5.07,3.17,62.6,56,Mid  
0.32,Ideal,H,VS1,4.44,4.46,2.72,61.1,56, Low  
0.31,Ideal,G,IF,4.3,4.32,2.7,62.6,57, Low  
